sector_va,year,va,key
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale",2019,51664.4,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale"
"Attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2019,16452.7,"attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
Ricerca scientifica e sviluppo,2019,15470.2,ricerca scientifica e sviluppo
"Pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari",2019,18987.2,"pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari"
Pubblicità e ricerche di mercato,2019,4158.7,pubblicità e ricerche di mercato
"Altre attività professionali, scientifiche e tecniche, servizi veterinari",2019,14871.9,"altre attività professionali, scientifiche e tecniche, servizi veterinari"
Attività amministrative e di servizi di supporto,2019,59432.1,attività amministrative e di servizi di supporto
Attività di noleggio e leasing,2019,9572.6,attività di noleggio e leasing
"Attività di ricerca, selezione, fornitura di personale",2019,11990.2,"attività di ricerca, selezione, fornitura di personale"
"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate",2019,4198.6,"attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate"
"Servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese",2019,34658.7,"servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni dufficio e altri servizi di supporto alle imprese"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale",2019,277235.7,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2019,107157.9,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria"
Istruzione,2019,70340.8,istruzione
Sanità e assistenza sociale,2019,99819.1,sanità e assistenza sociale
Attività dei servizi sanitari,2019,84739.7,attività dei servizi sanitari
Assistenza sociale,2019,15114.1,assistenza sociale
"Attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi",2019,64153.1,"attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi"
"Attività artistiche, di intrattenimento e divertimento",2019,20123.4,"attività artistiche, di intrattenimento e divertimento"
"Attività creative, artistiche e d'intrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco",2019,11398.0,"attività creative, artistiche e dintrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco"
"Attività sportive, di intrattenimento e di divertimento",2019,8728.8,"attività sportive, di intrattenimento e di divertimento"
Altre attività di servizi,2019,26917.1,altre attività di servizi
Attività di organizzazioni associative,2019,4822.5,attività di organizzazioni associative
Riparazione di computer e di beni per uso personale e per la casa,2019,1795.2,riparazione di computer e di beni per uso personale e per la casa
Altre attività di servizi personali,2019,20305.3,altre attività di servizi personali
"Attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2019,17111.1,"attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze"
Branca di attività economica (ATECO 2007),2020,,branca di attività economica (ateco 2007)
Totale attività economiche,2020,1496321.9,totale attività economiche
Attività economiche non market,2020,239862.1,attività economiche non market
"Agricoltura, silvicoltura e pesca",2020,32198.1,"agricoltura, silvicoltura e pesca"
"Produzioni vegetali e animali, caccia e servizi connessi",2020,29090.8,"produzioni vegetali e animali, caccia e servizi connessi"
Silvicoltura e utilizzo di aree forestali,2020,2446.7,silvicoltura e utilizzo di aree forestali
Pesca e acquicoltura,2020,660.6,pesca e acquicoltura
"Attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni",2020,350104.7,"attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni"
"Attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2020,284141.8,"attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
Industria estrattiva,2020,2778.3,industria estrattiva
Industria manifatturiera,2020,241771.9,industria manifatturiera
"Industrie alimentari, delle bevande e del tabacco",2020,28398.8,"industrie alimentari, delle bevande e del tabacco"
"Industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili",2020,20874.4,"industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili"
"Industria del legno, della carta, editoria",2020,13441.4,"industria del legno, della carta, editoria"
"Industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio",2020,3987.8,"industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio"
Fabbricazione di carta e di prodotti di carta,2020,5820.4,fabbricazione di carta e di prodotti di carta
Stampa e riproduzione su supporti registrati,2020,3633.1,stampa e riproduzione su supporti registrati
Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,2020,-201.7,fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio
Fabbricazione di prodotti chimici,2020,12196.0,fabbricazione di prodotti chimici
Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,2020,10500.7,fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici
Fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi,2020,22154.5,fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi
Fabbricazione di articoli in gomma e materie plastiche,2020,12893.7,fabbricazione di articoli in gomma e materie plastiche
Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,2020,9260.7,fabbricazione di altri prodotti della lavorazione di minerali non metalliferi
"Attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",2020,38911.4,"attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
Attività metallurgiche,2020,7474.9,attività metallurgiche
"Fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",2020,31436.5,"fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
Fabbricazione di computer e prodotti di elettronica e ottica,2020,8915.4,fabbricazione di computer e prodotti di elettronica e ottica
Fabbricazione di apparecchiature elettriche,2020,10891.9,fabbricazione di apparecchiature elettriche
Fabbricazione di macchinari e apparecchiature n.c.a.,2020,35201.1,fabbricazione di macchinari e apparecchiature n c a
Fabbricazione di mezzi di trasporto,2020,19205.3,fabbricazione di mezzi di trasporto
"Fabbricazione di autoveicoli, rimorchi e semirimorchi",2020,11222.9,"fabbricazione di autoveicoli, rimorchi e semirimorchi"
Fabbricazione di altri mezzi di trasporto,2020,7982.4,fabbricazione di altri mezzi di trasporto
"Fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature",2020,21282.9,"fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature"
"Fabbricazione di mobili, altre industrie manifatturiere",2020,12962.1,"fabbricazione di mobili, altre industrie manifatturiere"
Riparazione e installazione di macchine e apparecchiature,2020,8320.8,riparazione e installazione di macchine e apparecchiature
"Fornitura di energia elettrica, gas, vapore e aria condizionata",2020,22531.7,"fornitura di energia elettrica, gas, vapore e aria condizionata"
"Fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2020,17059.9,"fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
"Raccolta, trattamento e fornitura di acqua",2020,4979.1,"raccolta, trattamento e fornitura di acqua"
"Gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti",2020,12080.8,"gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti"
Costruzioni,2020,65962.9,costruzioni
Servizi,2020,1114019.1,servizi
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione",2020,284233.9,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione"
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",2020,175832.3,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli"
Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,2020,16245.2,commercio allingrosso e al dettaglio e riparazione di autoveicoli e motocicli
"Commercio all'ingrosso, escluso quello di autoveicoli e di motocicli",2020,85384.0,"commercio allingrosso, escluso quello di autoveicoli e di motocicli"
"Commercio al dettaglio, escluso quello di autoveicoli e di motocicli",2020,74203.2,"commercio al dettaglio, escluso quello di autoveicoli e di motocicli"
Trasporti e magazzinaggio,2020,69700.7,trasporti e magazzinaggio
Trasporto terrestre e trasporto mediante condotte,2020,34674.4,trasporto terrestre e trasporto mediante condotte
Trasporti marittimi e per vie d'acqua,2020,1614.2,trasporti marittimi e per vie dacqua
Trasporto aereo,2020,965.0,trasporto aereo
Magazzinaggio e attività di supporto ai trasporti,2020,29596.2,magazzinaggio e attività di supporto ai trasporti
Servizi postali e attività di corriere,2020,2850.9,servizi postali e attività di corriere
Servizi di alloggio e di ristorazione,2020,38700.9,servizi di alloggio e di ristorazione
Servizi di informazione e comunicazione,2020,56724.9,servizi di informazione e comunicazione
"Attività editoriali, audiovisivi, attività di trasmissione",2020,8572.3,"attività editoriali, audiovisivi, attività di trasmissione"
Attività editoriali,2020,2892.7,attività editoriali
"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione",2020,5679.6,"attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione"
Telecomunicazioni,2020,17811.5,telecomunicazioni
"Programmazione, consulenza informatica e attività connesse, attività dei servizi d'informazione",2020,30341.2,"programmazione, consulenza informatica e attività connesse, attività dei servizi dinformazione"
Attività finanziarie e assicurative,2020,81527.0,attività finanziarie e assicurative
Prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione),2020,47142.2,prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione)
"Assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie",2020,14948.1,"assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie"
Attività ausiliarie dei servizi finanziari e delle attività assicurative,2020,19436.7,attività ausiliarie dei servizi finanziari e delle attività assicurative
Attività immobiliari,2020,213196.5,attività immobiliari
"Attività immobiliari, di cui: affitti imputati per gli alloggi occupati dai rispettivi proprietari",2020,150515.3,"attività immobiliari, di cui affitti imputati per gli alloggi occupati dai rispettivi proprietari"
"Attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto",2020,159157.5,"attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto"
"Attività professionali, scientifiche e tecniche",2020,105368.0,"attività professionali, scientifiche e tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2020,71658.9,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale",2020,54557.8,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale"
"Attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2020,17101.1,"attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
Ricerca scientifica e sviluppo,2020,15713.4,ricerca scientifica e sviluppo
"Pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari",2020,17995.7,"pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari"
Pubblicità e ricerche di mercato,2020,4213.2,pubblicità e ricerche di mercato
"Altre attività professionali, scientifiche e tecniche, servizi veterinari",2020,13782.6,"altre attività professionali, scientifiche e tecniche, servizi veterinari"
Attività amministrative e di servizi di supporto,2020,53789.5,attività amministrative e di servizi di supporto
Attività di noleggio e leasing,2020,8958.9,attività di noleggio e leasing
"Attività di ricerca, selezione, fornitura di personale",2020,11009.2,"attività di ricerca, selezione, fornitura di personale"
"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate",2020,1105.9,"attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate"
"Servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese",2020,32715.6,"servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni dufficio e altri servizi di supporto alle imprese"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale",2020,265914.2,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2020,104455.0,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria"
Istruzione,2020,67850.0,istruzione
Sanità e assistenza sociale,2020,93609.2,sanità e assistenza sociale
Attività dei servizi sanitari,2020,78983.8,attività dei servizi sanitari
Assistenza sociale,2020,14625.4,assistenza sociale
"Attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi",2020,53265.0,"attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi"
"Attività artistiche, di intrattenimento e divertimento",2020,14440.6,"attività artistiche, di intrattenimento e divertimento"
"Attività creative, artistiche e d'intrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco",2020,8769.9,"attività creative, artistiche e dintrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco"
"Attività sportive, di intrattenimento e di divertimento",2020,5670.7,"attività sportive, di intrattenimento e di divertimento"
Altre attività di servizi,2020,22743.3,altre attività di servizi
Attività di organizzazioni associative,2020,4992.4,attività di organizzazioni associative
Riparazione di computer e di beni per uso personale e per la casa,2020,1398.9,riparazione di computer e di beni per uso personale e per la casa
Altre attività di servizi personali,2020,16352.1,altre attività di servizi personali
"Attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2020,16081.1,"attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze"
Branca di attività economica (ATECO 2007),2021,,branca di attività economica (ateco 2007)
Totale attività economiche,2021,1630469.8,totale attività economiche
Attività economiche non market,2021,244111.2,attività economiche non market
"Agricoltura, silvicoltura e pesca",2021,32109.5,"agricoltura, silvicoltura e pesca"
"Produzioni vegetali e animali, caccia e servizi connessi",2021,29107.4,"produzioni vegetali e animali, caccia e servizi connessi"
Silvicoltura e utilizzo di aree forestali,2021,2319.4,silvicoltura e utilizzo di aree forestali
Pesca e acquicoltura,2021,682.7,pesca e acquicoltura
"Attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni",2021,406039.0,"attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni"
"Attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2021,325659.4,"attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
Industria estrattiva,2021,4393.5,industria estrattiva
Industria manifatturiera,2021,279551.0,industria manifatturiera
"Industrie alimentari, delle bevande e del tabacco",2021,33715.3,"industrie alimentari, delle bevande e del tabacco"
"Industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili",2021,25798.6,"industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili"
"Industria del legno, della carta, editoria",2021,15046.8,"industria del legno, della carta, editoria"
"Industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio",2021,4767.2,"industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio"
Fabbricazione di carta e di prodotti di carta,2021,6288.4,fabbricazione di carta e di prodotti di carta
Stampa e riproduzione su supporti registrati,2021,3991.2,stampa e riproduzione su supporti registrati
Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,2021,1571.4,fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio
Fabbricazione di prodotti chimici,2021,12399.0,fabbricazione di prodotti chimici
Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,2021,10453.8,fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici
Fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi,2021,27847.2,fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi
Fabbricazione di articoli in gomma e materie plastiche,2021,15304.3,fabbricazione di articoli in gomma e materie plastiche
Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,2021,12542.8,fabbricazione di altri prodotti della lavorazione di minerali non metalliferi
"Attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",2021,42838.6,"attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
Attività metallurgiche,2021,6259.8,attività metallurgiche
"Fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",2021,36578.8,"fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
Fabbricazione di computer e prodotti di elettronica e ottica,2021,10253.1,fabbricazione di computer e prodotti di elettronica e ottica
Fabbricazione di apparecchiature elettriche,2021,12556.9,fabbricazione di apparecchiature elettriche
Fabbricazione di macchinari e apparecchiature n.c.a.,2021,40525.6,fabbricazione di macchinari e apparecchiature n c a
Fabbricazione di mezzi di trasporto,2021,22066.8,fabbricazione di mezzi di trasporto
"Fabbricazione di autoveicoli, rimorchi e semirimorchi",2021,14485.6,"fabbricazione di autoveicoli, rimorchi e semirimorchi"
Fabbricazione di altri mezzi di trasporto,2021,7581.2,fabbricazione di altri mezzi di trasporto
"Fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature",2021,24477.8,"fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature"
"Fabbricazione di mobili, altre industrie manifatturiere",2021,15697.3,"fabbricazione di mobili, altre industrie manifatturiere"
Riparazione e installazione di macchine e apparecchiature,2021,8780.5,riparazione e installazione di macchine e apparecchiature
"Fornitura di energia elettrica, gas, vapore e aria condizionata",2021,22019.9,"fornitura di energia elettrica, gas, vapore e aria condizionata"
"Fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2021,19695.0,"fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
"Raccolta, trattamento e fornitura di acqua",2021,5759.1,"raccolta, trattamento e fornitura di acqua"
"Gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti",2021,13935.9,"gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti"
Costruzioni,2021,80379.6,costruzioni
Servizi,2021,1192321.2,servizi
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione",2021,326777.9,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione"
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",2021,200673.2,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli"
Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,2021,19145.3,commercio allingrosso e al dettaglio e riparazione di autoveicoli e motocicli
"Commercio all'ingrosso, escluso quello di autoveicoli e di motocicli",2021,97190.3,"commercio allingrosso, escluso quello di autoveicoli e di motocicli"
"Commercio al dettaglio, escluso quello di autoveicoli e di motocicli",2021,84337.5,"commercio al dettaglio, escluso quello di autoveicoli e di motocicli"
Trasporti e magazzinaggio,2021,76243.0,trasporti e magazzinaggio
Trasporto terrestre e trasporto mediante condotte,2021,41137.6,trasporto terrestre e trasporto mediante condotte
Trasporti marittimi e per vie d'acqua,2021,2501.5,trasporti marittimi e per vie dacqua
Trasporto aereo,2021,356.1,trasporto aereo
Magazzinaggio e attività di supporto ai trasporti,2021,28926.9,magazzinaggio e attività di supporto ai trasporti
Servizi postali e attività di corriere,2021,3320.8,servizi postali e attività di corriere
Servizi di alloggio e di ristorazione,2021,49861.7,servizi di alloggio e di ristorazione
Servizi di informazione e comunicazione,2021,62702.6,servizi di informazione e comunicazione
"Attività editoriali, audiovisivi, attività di trasmissione",2021,9632.2,"attività editoriali, audiovisivi, attività di trasmissione"
Attività editoriali,2021,2984.1,attività editoriali
"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione",2021,6648.1,"attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione"
Telecomunicazioni,2021,17526.6,telecomunicazioni
"Programmazione, consulenza informatica e attività connesse, attività dei servizi d'informazione",2021,35543.8,"programmazione, consulenza informatica e attività connesse, attività dei servizi dinformazione"
Attività finanziarie e assicurative,2021,80736.2,attività finanziarie e assicurative
Prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione),2021,49684.2,prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione)
"Assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie",2021,14608.2,"assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie"
Attività ausiliarie dei servizi finanziari e delle attività assicurative,2021,16443.8,attività ausiliarie dei servizi finanziari e delle attività assicurative
Attività immobiliari,2021,214775.1,attività immobiliari
"Attività immobiliari, di cui: affitti imputati per gli alloggi occupati dai rispettivi proprietari",2021,149991.7,"attività immobiliari, di cui affitti imputati per gli alloggi occupati dai rispettivi proprietari"
"Attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto",2021,174235.1,"attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto"
"Attività professionali, scientifiche e tecniche",2021,113185.9,"attività professionali, scientifiche e tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2021,77343.6,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale",2021,57086.9,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale"
"Attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2021,20256.7,"attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
Ricerca scientifica e sviluppo,2021,16061.6,ricerca scientifica e sviluppo
"Pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari",2021,19780.6,"pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari"
Pubblicità e ricerche di mercato,2021,4702.3,pubblicità e ricerche di mercato
"Altre attività professionali, scientifiche e tecniche, servizi veterinari",2021,15078.3,"altre attività professionali, scientifiche e tecniche, servizi veterinari"
Attività amministrative e di servizi di supporto,2021,61049.2,attività amministrative e di servizi di supporto
Attività di noleggio e leasing,2021,9578.1,attività di noleggio e leasing
"Attività di ricerca, selezione, fornitura di personale",2021,14070.7,"attività di ricerca, selezione, fornitura di personale"
"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate",2021,1432.7,"attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate"
"Servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese",2021,35967.7,"servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni dufficio e altri servizi di supporto alle imprese"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale",2021,277854.0,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2021,104263.2,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria"
Istruzione,2021,69825.4,istruzione
Sanità e assistenza sociale,2021,103765.5,sanità e assistenza sociale
Attività dei servizi sanitari,2021,88745.3,attività dei servizi sanitari
Assistenza sociale,2021,15020.2,assistenza sociale
"Attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi",2021,55240.3,"attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi"
"Attività artistiche, di intrattenimento e divertimento",2021,13876.1,"attività artistiche, di intrattenimento e divertimento"
"Attività creative, artistiche e d'intrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco",2021,8320.7,"attività creative, artistiche e dintrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco"
"Attività sportive, di intrattenimento e di divertimento",2021,5555.3,"attività sportive, di intrattenimento e di divertimento"
Altre attività di servizi,2021,24593.1,altre attività di servizi
Attività di organizzazioni associative,2021,5136.9,attività di organizzazioni associative
Riparazione di computer e di beni per uso personale e per la casa,2021,1557.2,riparazione di computer e di beni per uso personale e per la casa
Altre attività di servizi personali,2021,17899.0,altre attività di servizi personali
"Attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2021,16771.1,"attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze"
Branca di attività economica (ATECO 2007),2022,,branca di attività economica (ateco 2007)
Totale attività economiche,2022,1711010.4,totale attività economiche
Attività economiche non market,2022,242918.4,attività economiche non market
"Agricoltura, silvicoltura e pesca",2022,32963.1,"agricoltura, silvicoltura e pesca"
"Produzioni vegetali e animali, caccia e servizi connessi",2022,30144.9,"produzioni vegetali e animali, caccia e servizi connessi"
Silvicoltura e utilizzo di aree forestali,2022,2249.1,silvicoltura e utilizzo di aree forestali
Pesca e acquicoltura,2022,580.8,pesca e acquicoltura
"Attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni",2022,419750.4,"attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni"
