sector_va,year,va,key
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione",2024,350362.2,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione"
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",2024,201172.3,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli"
Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,2024,,commercio allingrosso e al dettaglio e riparazione di autoveicoli e motocicli
"Commercio all'ingrosso, escluso quello di autoveicoli e di motocicli",2024,,"commercio allingrosso, escluso quello di autoveicoli e di motocicli"
"Commercio al dettaglio, escluso quello di autoveicoli e di motocicli",2024,,"commercio al dettaglio, escluso quello di autoveicoli e di motocicli"
Trasporti e magazzinaggio,2024,81568.7,trasporti e magazzinaggio
Trasporto terrestre e trasporto mediante condotte,2024,,trasporto terrestre e trasporto mediante condotte
Trasporti marittimi e per vie d'acqua,2024,,trasporti marittimi e per vie dacqua
Trasporto aereo,2024,,trasporto aereo
Magazzinaggio e attività di supporto ai trasporti,2024,,magazzinaggio e attività di supporto ai trasporti
Servizi postali e attività di corriere,2024,,servizi postali e attività di corriere
Servizi di alloggio e di ristorazione,2024,67687.5,servizi di alloggio e di ristorazione
Servizi di informazione e comunicazione,2024,68144.1,servizi di informazione e comunicazione
"Attività editoriali, audiovisivi, attività di trasmissione",2024,10015.7,"attività editoriali, audiovisivi, attività di trasmissione"
Attività editoriali,2024,,attività editoriali
"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione",2024,,"attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione"
Telecomunicazioni,2024,17202.1,telecomunicazioni
"Programmazione, consulenza informatica e attività connesse, attività dei servizi d'informazione",2024,40654.9,"programmazione, consulenza informatica e attività connesse, attività dei servizi dinformazione"
Attività finanziarie e assicurative,2024,76717.1,attività finanziarie e assicurative
Prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione),2024,,prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione)
"Assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie",2024,,"assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie"
Attività ausiliarie dei servizi finanziari e delle attività assicurative,2024,,attività ausiliarie dei servizi finanziari e delle attività assicurative
Attività immobiliari,2024,234316.6,attività immobiliari
"Attività immobiliari, di cui: affitti imputati per gli alloggi occupati dai rispettivi proprietari",2024,,"attività immobiliari, di cui affitti imputati per gli alloggi occupati dai rispettivi proprietari"
"Attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto",2024,205147.2,"attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto"
"Attività professionali, scientifiche e tecniche",2024,138503.1,"attività professionali, scientifiche e tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2024,97104.6,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale",2024,,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale"
"Attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2024,,"attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
Ricerca scientifica e sviluppo,2024,18398.3,ricerca scientifica e sviluppo
"Pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari",2024,22945.0,"pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari"
Pubblicità e ricerche di mercato,2024,,pubblicità e ricerche di mercato
"Altre attività professionali, scientifiche e tecniche, servizi veterinari",2024,,"altre attività professionali, scientifiche e tecniche, servizi veterinari"
Attività amministrative e di servizi di supporto,2024,66681.9,attività amministrative e di servizi di supporto
Attività di noleggio e leasing,2024,,attività di noleggio e leasing
"Attività di ricerca, selezione, fornitura di personale",2024,,"attività di ricerca, selezione, fornitura di personale"
"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate",2024,,"attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate"
"Servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese",2024,,"servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni dufficio e altri servizi di supporto alle imprese"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale",2024,279792.9,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2024,107190.7,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria"
Istruzione,2024,67709.2,istruzione
Sanità e assistenza sociale,2024,105001.9,sanità e assistenza sociale
Attività dei servizi sanitari,2024,88070.2,attività dei servizi sanitari
Assistenza sociale,2024,16887.0,assistenza sociale
"Attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi",2024,64949.5,"attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi"
"Attività artistiche, di intrattenimento e divertimento",2024,20024.2,"attività artistiche, di intrattenimento e divertimento"
"Attività creative, artistiche e d'intrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco",2024,,"attività creative, artistiche e dintrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco"
"Attività sportive, di intrattenimento e di divertimento",2024,,"attività sportive, di intrattenimento e di divertimento"
Altre attività di servizi,2024,28300.1,altre attività di servizi
Attività di organizzazioni associative,2024,,attività di organizzazioni associative
Riparazione di computer e di beni per uso personale e per la casa,2024,,riparazione di computer e di beni per uso personale e per la casa
Altre attività di servizi personali,2024,,altre attività di servizi personali
"Attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2024,16263.9,"attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze"
